,Player,#,Nation,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR
11,Cédric Soares,2,pt POR,RB,21.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
12,Oriol Romeu,14,es ESP,CM,69.0,0,0,0.0,0.0,0.0,0,0,2,3,0,2,2,1,0
13,Alex McCarthy,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Oliver McBurnie,9,sco SCO,FW,90.0,0,0,0.6,0.6,0.0,1,0,1,2,0,2,1,1,0
1,Billy Sharp,10,eng ENG,FW,59.0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,0,0,0
2,Lys Mousset,22,fr FRA,FW,31.0,0,0,0.1,0.1,0.0,1,1,0,0,1,0,0,0,0
3,John Fleck,4,sco SCO,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,4,1,1,1,0
4,Muhamed Bešić,27,ba BIH,CM,78.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,1,0
5,John Lundstram,7,eng ENG,CM,12.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,0,0,0
6,Oliver Norwood,16,nir NIR,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,6,1,3,1,0
7,Enda Stevens,3,ie IRL,WB,90.0,0,0,0.0,0.0,0.6,0,0,3,0,5,1,0,0,0
8,George Baldock,2,eng ENG,WB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,2,2,2,0,0
9,Jack O'Connell,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,2,0,1,1,0,0
10,John Egan,12,ie IRL,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,1,0,0
11,Chris Basham,6,eng ENG,CB,78.0,0,0,0.0,0.0,0.0,1,0,2,0,1,1,1,0,0
12,Callum Robinson,11,ie IRL,AM,12.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0
13,Dean Henderson,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Gabriel Jesus,9,br BRA,FW,67.0,0,0,0.9,0.2,0.1,1,1,0,1,0,0,1,0,0
1,Sergio Agüero,10,ar ARG,FW,23.0,1,0,0.8,0.8,0.1,1,1,1,0,0,0,0,1,0
2,Raheem Sterling,7,eng ENG,LW,90.0,0,0,0.5,0.5,0.0,5,1,0,4,4,1,0,0,0
3,Bernardo Silva,20,pt POR,LW,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Riyad Mahrez,26,dz ALG,RW,90.0,0,0,0.2,0.2,0.4,3,0,1,1,8,1,0,0,0
5,Rodri,16,es ESP,CM,90.0,0,0,0.2,0.2,0.2,3,0,3,1,1,1,0,1,0
6,Kevin De Bruyne,17,be BEL,CM,90.0,0,1,0.1,0.1,0.9,2,0,1,0,11,0,1,0,0
7,Oleksandr Zinchenko,11,ua UKR,WB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,2,0,2,0,0
8,Kyle Walker,2,eng ENG,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,2,0,0
9,Aymeric Laporte,14,fr FRA,CB,78.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,1,0,0
10,Eric García,50,es ESP,CB,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
11,Nicolás Otamendi,30,ar ARG,CB,90.0,0,0,0.1,0.1,0.1,1,1,1,0,0,1,0,0,0
12,Fernandinho,25,br BRA,CB,90.0,0,0,0.0,0.0,0.2,0,0,3,1,0,1,2,1,0
13,Ederson,31,br BRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0
0,Moise Kean,27,it ITA,FW,71.0,1,0,0.3,0.3,0.0,3,3,1,3,0,1,0,0,0
1,Séamus Coleman,23,ie IRL,RB,19.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
2,Dominic Calvert-Lewin,9,eng ENG,FW,90.0,1,0,0.5,0.5,0.2,4,1,3,0,2,0,0,1,0
3,Bernard,20,br BRA,CM,83.0,0,1,0.4,0.4,0.3,3,1,2,0,7,1,1,0,0
4,Tom Davies,26,eng ENG,CM,7.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,0,0
5,Theo Walcott,11,eng ENG,CM,88.0,0,0,0.0,0.0,0.6,1,0,1,2,4,1,0,0,0
6,Oumar Niasse,29,sn SEN,FW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Fabian Delph,8,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,2,0,0
8,Morgan Schneiderlin,18,fr FRA,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,4,3,0,0
9,Lucas Digne,12,fr FRA,LB,90.0,0,1,0.1,0.1,0.4,2,0,1,0,7,6,0,0,0
10,Mason Holgate,2,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,1,0,3,0,0,2,0,0
11,Yerry Mina,13,co COL,CB,90.0,0,0,0.3,0.3,0.0,1,0,0,0,0,0,0,0,0
12,Djibril Sidibé,19,fr FRA,RB,90.0,0,0,0.0,0.0,0.1,1,1,2,0,3,2,3,0,0
13,Jordan Pickford,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Joelinton,9,br BRA,FW,78.0,0,0,0.1,0.1,0.0,1,0,1,1,0,1,0,0,0
1,Fabian Schär,5,ch SUI,DM,12.0,0,0,0.1,0.1,0.0,2,0,1,1,0,2,0,0,0
2,Christian Atsu,30,gh GHA,LW,62.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0
3,Emil Krafth,17,se SWE,WB,28.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
4,Miguel Almirón,24,py PAR,RW,90.0,0,0,0.0,0.0,0.0,0,0,1,2,2,0,0,0,0
5,Matthew Longstaff,43,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,2,0,0
6,Sean Longstaff,36,eng ENG,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,3,3,1,0,0,0
7,Matt Ritchie,11,sco SCO,WB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,9,1,2,0,0
8,Isaac Hayden,14,eng ENG,WB,90.0,0,0,0.2,0.2,0.1,1,0,1,1,3,2,3,0,0
9,Ciaran Clark,2,ie IRL,CB,70.0,0,0,0.0,0.0,0.0,0,0,2,0,0,2,3,1,0
10,Florian Lejeune,20,fr FRA,CB,20.0,2,0,0.6,0.6,0.0,2,2,0,0,0,0,0,0,0
11,Jamaal Lascelles,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,2,0,0
12,Federico Fernández,18,ar ARG,CB,90.0,0,0,0.1,0.1,0.0,2,0,0,0,0,0,0,0,0
13,Martin Dúbravka,1,sk SVK,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Callum Wilson,13,eng ENG,FW,90.0,1,0,0.8,0.8,0.0,1,1,1,1,0,1,0,0,0
1,Dominic Solanke,9,eng ENG,AM,85.0,0,1,0.1,0.1,0.3,1,0,1,0,0,1,1,0,0
2,Dan Gosling,4,eng ENG,CM,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Ryan Fraser,24,sco SCO,CM,90.0,0,0,0.0,0.0,0.2,1,0,0,4,6,0,3,0,0
4,Harry Wilson,22,wal WAL,CM,89.0,1,0,0.4,0.4,0.0,4,1,1,3,1,1,0,0,0
5,Lewis Cook,16,eng ENG,CM,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Philip Billing,29,dk DEN,DM,90.0,0,0,0.1,0.1,0.1,1,1,1,0,0,0,3,0,0
7,Jefferson Lerma,8,co COL,DM,90.0,0,0,0.1,0.1,0.0,1,0,4,1,0,3,5,1,0
8,Diego Rico,21,es ESP,LB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,2,2,2,0,0
9,Nathan Aké,5,nl NED,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,3,0,0
10,Simon Francis,2,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
11,Adam Smith,15,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,2,1,1,2,0,0
12,Aaron Ramsdale,12,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Neal Maupay,7,fr FRA,FW,90.0,0,0,0.8,0.8,0.0,8,3,0,0,0,0,0,0,0
1,Pascal Groß,13,de GER,FW,60.0,0,0,0.1,0.1,0.1,2,0,2,0,5,0,0,0,0
2,Leandro Trossard,11,be BEL,CM,30.0,0,0,0.0,0.0,0.0,1,0,1,1,1,1,0,0,0
3,Aaron Mooy,18,au AUS,CM,90.0,1,0,0.2,0.2,0.4,4,2,1,0,8,0,0,0,0
4,Alireza Jahanbakhsh,16,ir IRN,CM,60.0,0,0,0.1,0.1,0.0,2,0,0,1,2,0,0,0,0
5,Aaron Connolly,44,ie IRL,FW,30.0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0
6,Dale Stephens,6,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0
7,Davy Pröpper,24,nl NED,DM,90.0,0,0,0.0,0.0,0.1,0,0,2,1,1,2,0,0,0
8,Bernardo,30,br BRA,LB,60.0,0,0,0.1,0.1,0.0,2,0,1,0,1,2,0,1,0
9,Solly March,20,eng ENG,LB,30.0,0,0,0.0,0.0,0.0,0,0,1,1,2,1,1,0,0
10,Lewis Dunk,5,eng ENG,CB,90.0,0,0,0.1,0.1,0.0,2,2,1,1,0,0,3,0,0
11,Adam Webster,15,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0
12,Steven Alzate,46,co COL,RB,90.0,0,0,0.0,0.0,0.1,0,0,2,1,2,2,1,0,0
13,Mathew Ryan,1,au AUS,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Anwar El Ghazi,21,nl NED,FW,90.0,0,0,0.0,0.0,0.1,1,0,1,0,6,0,0,0,0
1,Jack Grealish,10,eng ENG,LW,90.0,0,0,0.1,0.1,0.2,1,0,1,7,7,1,0,0,0
2,Trézéguet,17,eg EGY,RW,77.0,0,0,0.1,0.1,0.0,2,0,0,2,8,0,1,0,0
3,Indiana Vassilev,36,us USA,FW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,Marvelous Nakamba,11,zw ZIM,DM,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,3,0,0,0
5,Danny Drinkwater,4,eng ENG,DM,56.0,0,0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
6,Douglas Luiz,6,br BRA,DM,34.0,1,0,0.2,0.2,0.0,1,1,1,0,2,1,0,1,0
7,Matt Targett,18,eng ENG,WB,90.0,0,0,0.1,0.1,0.1,3,3,1,1,8,0,1,0,0
8,Frederic Guilbert,24,fr FRA,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,3,5,0,5,0,0
9,Kortney Hause,30,eng ENG,CB,90.0,0,0,0.1,0.1,0.0,2,0,1,0,0,0,4,0,0
10,Tyrone Mings,40,eng ENG,CB,90.0,1,0,0.1,0.1,0.1,2,1,1,1,0,0,0,1,0
11,Ezri Konsa,15,eng ENG,CB,90.0,0,1,0.2,0.2,0.0,3,0,0,2,0,1,1,0,0
12,Pepe Reina,29,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
0,Troy Deeney,9,eng ENG,FW,90.0,1,0,1.0,1.0,0.0,3,2,1,0,0,0,0,0,0
1,Gerard Deulofeu,7,es ESP,LW,90.0,0,1,0.3,0.3,0.5,4,1,4,1,3,0,1,0,0
2,Christian Kabasele,27,be BEL,CB,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
3,Roberto Pereyra,37,ar ARG,RW,81.0,0,0,0.1,0.1,0.1,1,0,1,2,2,1,1,0,0
4,Andre Gray,18,eng ENG,FW,9.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
5,Abdoulaye Doucouré,16,fr FRA,AM,90.0,0,0,0.0,0.0,0.1,0,0,3,1,1,1,0,1,0
6,Étienne Capoue,29,fr FRA,DM,90.0,0,0,0.0,0.0,0.0,0,0,4,3,2,5,2,0,0
7,Nathaniel Chalobah,14,eng ENG,DM,75.0,0,0,0.0,0.0,0.0,0,0,0,2,2,2,3,0,0
8,Ignacio Pussetto,33,ar ARG,WB,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,3,0,0
9,Adam Masina,11,it ITA,LB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,2,1,3,0,0
10,Craig Cathcart,15,nir NIR,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,1,0
11,Craig Dawson,4,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
12,Adrian Mariappa,6,jm JAM,RB,90.0,0,0,0.0,0.0,0.1,0,0,3,1,2,1,3,0,0
13,Ben Foster,26,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Tammy Abraham,9,eng ENG,FW,90.0,0,0,0.5,0.5,0.0,3,2,0,2,0,0,0,0,0
1,Willian,10,br BRA,LW,79.0,0,0,0.1,0.1,0.0,1,1,1,1,2,0,1,0,0
2,Michy Batshuayi,23,be BEL,LW,11.0,0,0,0.3,0.3,0.0,1,0,0,1,0,0,0,0,0
3,Callum Hudson-Odoi,20,eng ENG,RW,90.0,0,1,0.1,0.1,0.7,1,1,1,0,12,2,0,0,0
4,Mateo Kovačić,17,hr CRO,CM,66.0,0,0,0.3,0.3,0.2,3,0,0,0,0,2,0,0,0
5,Ross Barkley,8,eng ENG,CM,24.0,0,0,0.3,0.3,0.0,3,1,0,0,1,0,0,0,0
6,N'Golo Kanté,7,fr FRA,CM,69.0,0,0,0.1,0.1,0.1,1,0,3,0,1,1,0,0,0
7,Mason Mount,19,eng ENG,CM,21.0,0,0,0.0,0.0,0.0,0,0,1,1,4,0,0,0,0
8,Jorginho,5,it ITA,DM,90.0,1,0,0.8,0.0,0.2,0,0,0,0,0,2,3,0,0
9,Emerson Palmieri,33,it ITA,LB,90.0,0,0,0.0,0.0,0.3,1,0,1,1,13,1,2,1,0
10,Antonio Rüdiger,2,de GER,CB,90.0,0,0,0.0,0.0,0.2,2,1,1,0,0,0,1,0,0
11,Andreas Christensen,4,dk DEN,CB,90.0,0,0,0.2,0.2,0.1,1,0,2,0,0,0,0,1,0
12,César Azpilicueta,28,es ESP,RB,90.0,1,0,0.4,0.4,0.2,1,1,1,0,2,0,3,0,0
13,Kepa Arrizabalaga,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Alexandre Lacazette,9,fr FRA,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,3,0,0,0
1,Martinelli,35,br BRA,LW,90.0,1,0,0.5,0.5,0.0,1,1,0,1,3,1,1,0,0
2,Joe Willock,28,eng ENG,LW,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Nicolas Pépé,19,ci CIV,RW,81.0,0,0,0.0,0.0,0.0,0,0,0,2,7,1,0,0,0
4,Rob Holding,16,eng ENG,RW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Mesut Özil,10,de GER,AM,55.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
6,Mattéo Guendouzi,29,fr FRA,AM,35.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,0,1,0
7,Granit Xhaka,34,ch SUI,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
8,Lucas Torreira,11,uy URU,CM,90.0,0,1,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0
9,Bukayo Saka,77,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,3,4,2,0,0,0
10,David Luiz,23,br BRA,CB,25.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,1
11,Shkodran Mustafi,20,de GER,CB,90.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
12,Héctor Bellerín,2,es ESP,RB,90.0,1,0,0.0,0.0,0.0,1,1,1,0,2,0,2,0,0
13,Bernd Leno,1,de GER,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Lucas Moura,27,br BRA,FW,90.0,0,0,0.1,0.1,0.3,1,0,2,0,1,0,0,0,0
1,Son Heung-min,7,kr KOR,LW,90.0,1,0,1.1,1.1,0.0,5,1,2,0,5,0,1,0,0
2,Érik Lamela,11,ar ARG,RW,62.0,0,0,0.2,0.2,0.0,2,1,2,2,0,1,0,0,0
3,Christian Eriksen,23,dk DEN,CM,28.0,0,0,0.1,0.1,0.1,1,0,0,0,1,0,0,0,0
4,Dele Alli,20,eng ENG,AM,90.0,1,0,0.7,0.7,0.0,4,1,0,0,0,0,2,0,0
5,Harry Winks,8,eng ENG,CM,56.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,2,0,0
6,Eric Dier,15,eng ENG,CM,34.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Giovani Lo Celso,18,ar ARG,CM,90.0,0,0,0.0,0.0,0.3,0,0,1,1,2,4,1,0,0
8,Ryan Sessegnon,19,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,3,1,2,0,1,0,0
9,Jan Vertonghen,5,be BEL,CB,75.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
10,Gedson Fernandes,30,pt POR,CM,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
11,Toby Alderweireld,4,be BEL,CB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0
12,Serge Aurier,24,ci CIV,RB,90.0,0,1,0.0,0.0,0.6,1,0,1,1,6,2,2,0,0
13,Hugo Lloris,1,fr FRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Teemu Pukki,22,fi FIN,FW,90.0,1,0,1.2,0.4,0.2,3,0,0,0,0,1,0,0,0
1,Todd Cantwell,14,eng ENG,LW,90.0,0,0,0.4,0.4,0.3,4,0,1,3,1,2,2,1,0
2,Lukas Rupp,7,de GER,RW,86.0,0,0,0.1,0.1,0.1,2,0,3,1,1,0,0,0,0
3,Josip Drmić,20,ch SUI,RW,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
4,Ondrej Duda,25,sk SVK,AM,90.0,0,0,0.0,0.0,0.1,0,0,0,1,6,3,2,0,0
5,Kenny McLean,23,sco SCO,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,3,0,0,0
6,Marco Stiepermann,18,de GER,CM,,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
7,Alexander Tettey,27,no NOR,CM,82.0,0,0,0.0,0.0,0.1,1,1,0,0,0,0,1,0,0
8,Onel Hernández,11,cu CUB,CM,8.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0
9,Sam Byram,3,eng ENG,LB,90.0,0,0,0.0,0.0,0.3,0,0,2,1,0,0,1,0,0
10,Grant Hanley,5,sco SCO,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,3,0,0
11,Christoph Zimmermann,6,de GER,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,1,0,0
12,Max Aarons,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,3,1,0,1,0,0
13,Tim Krul,1,nl NED,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Jamie Vardy,9,eng ENG,FW,43.0,0,0,0.1,0.1,0.0,1,1,0,0,1,0,0,0,0
1,Kelechi Iheanacho,14,ng NGA,FW,47.0,0,1,0.2,0.2,0.1,2,0,1,1,0,0,0,0,0
2,Harvey Barnes,15,eng ENG,CM,83.0,1,1,1.0,1.0,0.1,2,1,0,2,0,1,0,0,0
3,Wes Morgan,5,jm JAM,CB,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
4,James Maddison,10,eng ENG,CM,90.0,0,0,0.1,0.1,0.4,2,1,1,2,12,0,0,0,0
5,Youri Tielemans,8,be BEL,CM,90.0,0,0,0.1,0.1,0.0,3,0,1,1,0,0,0,0,0
6,Ayoze Pérez,17,es ESP,CM,90.0,2,0,1.0,0.3,0.2,3,2,1,1,1,2,0,0,0
7,Nampalys Mendy,24,fr FRA,DM,34.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0
8,Wilfred Ndidi,25,ng NGA,DM,56.0,0,0,0.1,0.1,0.0,1,0,3,1,0,1,1,0,0
9,Ben Chilwell,3,eng ENG,LB,90.0,0,0,0.1,0.1,0.0,1,1,2,5,3,3,2,0,0
10,Çağlar Söyüncü,4,tr TUR,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,3,0,0
11,Jonny Evans,6,nir NIR,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
12,Ricardo Pereira,21,pt POR,RB,90.0,1,1,0.2,0.2,1.1,3,1,1,0,1,2,1,0,0
13,Kasper Schmeichel,1,dk DEN,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0
0,Sébastien Haller,22,fr FRA,FW,90.0,0,0,0.0,0.0,0.2,0,0,6,3,1,0,0,0,0
1,Manuel Lanzini,10,ar ARG,FW,90.0,0,0,0.0,0.0,0.2,0,0,1,2,3,0,0,0,0
2,Mark Noble,16,eng ENG,DM,90.0,1,0,0.8,0.0,0.0,0,0,0,2,1,1,2,0,0
3,Robert Snodgrass,11,sco SCO,CM,45.0,0,0,0.0,0.0,0.0,1,0,2,1,2,1,0,0,0
4,Pablo Fornals,18,es ESP,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
5,Declan Rice,41,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,0,0,3,0,1,1,1,0,0
6,Arthur Masuaku,26,cd COD,WB,45.0,0,0,0.0,0.0,0.0,0,0,0,0,1,3,1,0,0
7,Michail Antonio,30,eng ENG,FW,45.0,0,0,0.5,0.5,0.0,2,1,4,0,1,0,0,0,0
8,Pablo Zabaleta,5,ar ARG,WB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0
9,Aaron Cresswell,3,eng ENG,LB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,4,1,1,0,0
10,Angelo Ogbonna,21,it ITA,CB,90.0,0,0,0.2,0.2,0.0,1,0,2,0,0,0,1,1,0
11,Issa Diop,23,fr FRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0
12,Darren Randolph,35,ie IRL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Anthony Martial,9,fr FRA,FW,90.0,0,0,0.7,0.7,0.1,5,2,0,1,0,0,0,0,0
1,Daniel James,21,wal WAL,LW,69.0,0,0,0.3,0.3,0.0,2,1,0,0,2,0,0,0,0
2,Jesse Lingard,14,eng ENG,LW,21.0,0,0,0.2,0.2,0.0,3,1,0,0,0,0,0,0,0
3,Andreas Pereira,15,br BRA,RW,45.0,0,0,0.2,0.2,0.0,4,1,0,0,1,0,0,0,0
4,Mason Greenwood,26,eng ENG,RW,45.0,0,0,0.1,0.1,0.0,1,0,1,1,0,0,1,0,0
5,Juan Mata,8,es ESP,AM,90.0,0,0,0.2,0.2,0.3,2,0,3,1,8,2,0,0,0
6,Nemanja Matić,31,rs SRB,DM,90.0,0,0,0.0,0.0,0.4,0,0,1,2,1,0,1,0,0
7,Fred,17,br BRA,DM,90.0,0,0,0.1,0.1,0.1,4,1,0,1,0,1,2,0,0
8,Brandon Williams,53,eng ENG,LB,69.0,0,0,0.0,0.0,0.0,0,0,2,1,2,0,0,0,0
9,Luke Shaw,23,eng ENG,LB,21.0,0,0,0.0,0.0,0.1,0,0,1,0,2,1,0,0,0
10,Harry Maguire,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
11,Phil Jones,4,eng ENG,CB,90.0,0,0,0.2,0.2,0.0,2,1,2,0,1,2,3,0,0
12,Aaron Wan-Bissaka,29,eng ENG,RB,90.0,0,0,0.0,0.0,0.6,0,0,1,0,7,1,2,0,0
13,David de Gea,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Jay Rodriguez,19,eng ENG,FW,90.0,1,0,0.0,0.0,0.0,1,1,2,2,0,1,1,0,0
1,Chris Wood,9,nz NZL,FW,90.0,1,1,0.5,0.5,0.0,2,1,0,2,0,0,1,0,0
2,Dwight McNeil,11,eng ENG,CM,90.0,0,0,0.1,0.1,0.0,1,0,0,1,4,1,2,0,0
3,Jeff Hendrick,13,ie IRL,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,1,0,0
4,Jack Cork,4,eng ENG,DM,90.0,0,0,0.1,0.1,0.0,1,0,1,0,1,1,2,0,0
5,Ashley Westwood,18,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,2,0,2,1,0
6,Charlie Taylor,3,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,3,2,1,1,0
7,Ben Mee,6,eng ENG,CB,90.0,0,1,0.0,0.0,0.5,0,0,2,0,0,0,1,0,0
8,James Tarkowski,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,2,0,0
9,Matthew Lowton,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,2,0,0
10,Nick Pope,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Raúl Jiménez,9,mx MEX,FW,90.0,1,0,0.5,0.5,0.5,4,2,1,1,0,0,0,0,0
1,Adama Traoré,37,es ESP,FW,90.0,0,1,0.1,0.1,0.3,2,1,2,3,10,1,0,0,0
2,Pedro Neto,7,pt POR,AM,77.0,0,0,0.1,0.1,0.0,1,0,1,2,6,0,0,0,0
3,Diogo Jota,18,pt POR,LW,13.0,0,0,0.6,0.6,0.0,2,0,0,1,0,1,0,0,0
4,João Moutinho,28,pt POR,DM,87.0,0,0,0.0,0.0,0.2,0,0,0,0,1,1,1,0,0
5,Morgan Gibbs-White,17,eng ENG,DM,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Rúben Neves,8,pt POR,DM,90.0,0,0,0.0,0.0,0.2,0,0,0,1,3,3,3,0,0
7,Jonny Castro,19,es ESP,WB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
8,Matt Doherty,2,ie IRL,WB,90.0,0,0,0.2,0.2,0.0,1,0,0,0,1,0,0,0,0
9,Romain Saïss,27,ma MAR,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,3,0,0
10,Conor Coady,16,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
11,Leander Dendoncker,32,be BEL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,0
12,Rui Patrício,11,pt POR,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
