Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,position_group,Premier League
Harry Wilson,CM,77.0,0,0,0.0,0.0,0.5,0,0,0,1,1,0,1,0,0,Midfield,PL
Arnaut Groeneveld,CM,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,Midfield,PL
Diego Rico,LB,90.0,0,0,0.0,0.0,0.5,0,0,3,0,8,3,1,1,0,Defender,PL
Nathan Aké,CB,90.0,0,1,0.1,0.1,0.5,2,0,0,0,0,0,1,0,0,Defender,PL
Steve Cook,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,2,1,0,Defender,PL
Jack Stacey,RB,89.0,0,0,0.0,0.0,0.1,0,0,0,1,4,0,1,0,0,Defender,PL
Lewis Cook,CM,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Sébastien Haller,FW,90.0,0,1,0.2,0.2,0.5,2,1,1,1,0,0,0,0,0,Forward,PL
Felipe Anderson,CM,90.0,0,1,0.2,0.2,0.4,3,2,1,0,1,4,1,0,0,Midfield,PL
Pablo Fornals,CM,67.0,0,0,0.3,0.3,0.1,4,0,0,0,8,1,0,0,0,Midfield,PL
Manuel Lanzini,CM,23.0,0,0,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,Midfield,PL
Mark Noble,CM,75.0,0,0,0.1,0.1,0.0,1,0,1,0,1,0,0,0,0,Midfield,PL
Jack Wilshere,CM,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Andriy Yarmolenko,CM,90.0,1,0,0.1,0.1,0.2,2,1,2,2,2,4,0,0,0,Midfield,PL
Declan Rice,DM,90.0,0,0,0.0,0.0,0.0,1,1,2,0,0,2,6,0,0,Midfield,PL
Aaron Cresswell,LB,90.0,1,0,0.2,0.2,0.0,3,1,0,2,5,0,2,0,0,Defender,PL
Angelo Ogbonna,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,0,0,0,Defender,PL
Issa Diop,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,3,1,0,Defender,PL
Ryan Fredericks,RB,90.0,0,0,0.0,0.0,0.1,0,0,0,2,2,2,1,0,0,Defender,PL
Wesley Moraes,FW,88.0,0,0,0.0,0.0,0.1,0,0,4,1,0,0,0,0,0,Forward,PL
Keinan Davis,FW,2.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Forward,PL
Jack Grealish,LW,90.0,0,0,0.2,0.2,0.1,4,1,0,5,1,0,1,0,0,Forward,PL
Anwar El Ghazi,RW,70.0,1,0,0.2,0.2,0.0,4,1,0,0,3,1,0,0,0,Forward,PL
Trézéguet,RW,20.0,0,1,0.0,0.0,0.1,0,0,0,3,3,0,0,1,0,Forward,PL
Conor Hourihane,CM,90.0,0,0,0.1,0.1,0.0,4,0,0,1,6,0,0,0,0,Midfield,PL
John McGinn,CM,90.0,1,0,0.2,0.2,0.1,4,1,0,4,2,3,0,0,0,Midfield,PL
Marvelous Nakamba,DM,90.0,0,0,0.0,0.0,0.1,0,0,0,0,0,3,3,0,0,Midfield,PL
Matt Targett,LB,62.0,0,0,0.0,0.0,0.1,0,0,0,1,3,1,3,0,0,Defender,PL
Neil Taylor,LB,28.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
Tyrone Mings,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,2,0,0,Defender,PL
Björn Engels,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Defender,PL
Frederic Guilbert,RB,90.0,0,1,0.0,0.0,0.1,0,0,3,0,9,3,2,0,0,Defender,PL
Ashley Barnes,FW,83.0,0,0,0.0,0.0,0.1,0,0,3,2,1,1,0,1,0,Forward,PL
Robbie Brady,CM,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Chris Wood,FW,90.0,1,0,0.6,0.6,0.0,2,1,0,2,1,0,0,0,0,Forward,PL
Dwight McNeil,CM,90.0,0,0,0.1,0.1,0.3,2,1,1,1,3,2,0,0,0,Midfield,PL
Jeff Hendrick,CM,90.0,0,0,0.2,0.2,0.0,2,0,1,0,1,1,1,0,0,Midfield,PL
Jack Cork,DM,45.0,0,0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,Midfield,PL
Jay Rodriguez,CM,45.0,1,0,0.1,0.1,0.1,1,1,1,0,0,1,0,1,0,Midfield,PL
Ashley Westwood,DM,90.0,0,0,0.0,0.0,0.0,0,0,4,0,1,0,1,1,0,Midfield,PL
Erik Pieters,LB,90.0,0,1,0.0,0.0,0.5,0,0,3,0,2,1,3,0,0,Defender,PL
Ben Mee,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,3,0,0,2,0,0,Defender,PL
James Tarkowski,CB,90.0,0,0,0.2,0.2,0.0,1,0,1,2,0,0,1,1,0,Defender,PL
Matthew Lowton,RB,90.0,0,1,0.0,0.0,0.2,0,0,0,0,3,0,2,0,0,Defender,PL
Raúl Jiménez,FW,80.0,0,0,0.3,0.3,0.1,2,0,1,0,0,1,0,0,0,Forward,PL
Patrick Cutrone,FW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Forward,PL
Pedro Neto,LW,57.0,0,1,0.1,0.1,1.1,1,1,0,0,2,0,0,0,0,Forward,PL
Morgan Gibbs-White,LW,33.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,Forward,PL
Adama Traoré,RW,87.0,0,0,0.0,0.0,0.1,0,0,1,2,4,2,0,0,0,Forward,PL
Rúben Neves,RW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Forward,PL
João Moutinho,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,0,1,0,3,0,0,Midfield,PL
Leander Dendoncker,CM,90.0,0,0,0.1,0.1,0.0,1,0,1,1,0,2,1,0,0,Midfield,PL
Jonny Castro,WB,90.0,0,0,0.1,0.1,0.0,1,0,0,0,1,3,1,0,0,Defender,PL
Matt Doherty,WB,90.0,1,0,0.8,0.8,0.0,1,1,0,1,1,1,4,0,0,Defender,PL
Romain Saïss,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,3,0,0,Defender,PL
Conor Coady,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Willy Boly,CB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,1,1,2,0,0,Defender,PL
Danny Welbeck,FW,90.0,0,0,0.2,0.2,0.0,4,1,0,0,0,2,0,0,0,Forward,PL
Gerard Deulofeu,LW,45.0,0,0,0.0,0.0,0.1,1,0,0,0,2,0,1,0,0,Forward,PL
Roberto Pereyra,CM,45.0,0,0,0.0,0.0,0.2,1,0,0,2,4,0,0,0,0,Midfield,PL
Ismaila Sarr,RW,71.0,0,0,0.1,0.1,0.0,1,0,2,1,1,1,0,0,0,Forward,PL
Andre Gray,FW,19.0,0,0,0.1,0.1,0.1,2,1,0,0,0,1,0,0,0,Forward,PL
Étienne Capoue,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,2,0,0,Midfield,PL
Tom Cleverley,CM,90.0,0,0,0.5,0.5,0.1,1,1,0,0,2,2,0,0,0,Midfield,PL
Abdoulaye Doucouré,DM,90.0,0,0,0.0,0.0,0.0,1,1,0,0,1,1,1,0,0,Midfield,PL
José Holebas,LB,90.0,0,0,0.2,0.2,0.0,2,1,1,1,6,0,0,1,0,Defender,PL
Craig Cathcart,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,1,0,0,Defender,PL
Craig Dawson,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Defender,PL
Daryl Janmaat,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,Defender,PL
Son Heung-min,FW,64.0,0,1,0.0,0.0,0.2,1,1,1,0,1,2,0,0,0,Forward,PL
Érik Lamela,FW,26.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,1,0,0,Forward,PL
Harry Kane,FW,90.0,1,0,0.3,0.3,0.0,4,1,0,3,1,0,0,0,0,Forward,PL
Christian Eriksen,AM,90.0,0,1,0.1,0.1,0.6,1,0,0,2,5,1,2,0,0,Midfield,PL
Tanguy Ndombele,CM,78.0,1,0,0.2,0.2,0.0,2,1,0,6,0,2,1,0,0,Midfield,PL
Eric Dier,CM,12.0,0,0,0.3,0.3,0.0,1,1,0,0,0,0,0,0,0,Midfield,PL
Moussa Sissoko,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,2,0,0,0,Midfield,PL
Harry Winks,DM,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,2,0,0,Midfield,PL
Danny Rose,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,2,3,1,0,0,Defender,PL
Jan Vertonghen,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
Serge Aurier,RB,30.0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,1,2,1,Defender,PL
Danny Ings,FW,83.0,1,0,0.8,0.8,0.0,2,1,0,0,0,1,1,0,0,Forward,PL
Michael Obafemi,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Nathan Redmond,FW,90.0,0,0,0.2,0.2,0.1,4,0,0,1,3,1,0,0,0,Forward,PL
Sofiane Boufal,AM,88.0,0,0,0.0,0.0,0.1,1,1,4,2,4,1,0,0,0,Midfield,PL
Shane Long,RW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Pierre Højbjerg,CM,90.0,0,0,0.1,0.1,0.0,3,1,3,0,0,0,0,0,0,Midfield,PL
Oriol Romeu,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,1,0,0,Midfield,PL
Ryan Bertrand,WB,90.0,0,0,0.0,0.0,0.2,1,1,0,1,10,0,3,0,0,Defender,PL
James Ward-Prowse,WB,90.0,0,0,0.1,0.1,0.2,1,1,3,0,7,2,0,0,0,Defender,PL
Jannik Vestergaard,CB,79.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,0,0,0,Defender,PL
Stuart Armstrong,DM,11.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,Midfield,PL
Maya Yoshida,CB,90.0,0,0,0.3,0.3,0.0,2,1,1,0,0,2,1,1,0,Defender,PL
Jan Bednarek,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,0,4,3,1,0,Defender,PL
Dominic Calvert-Lewin,FW,90.0,1,0,1.8,1.8,0.0,3,2,0,2,1,0,0,0,0,Forward,PL
Richarlison,RW,90.0,0,0,0.1,0.1,0.0,2,0,0,4,2,2,0,0,0,Forward,PL
Theo Walcott,RW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Alex Iwobi,LW,67.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Forward,PL
Moise Kean,RW,16.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,1,0,0,Forward,PL
Gylfi Sigurðsson,AM,90.0,0,0,0.3,0.3,0.6,2,1,0,0,7,2,1,0,0,Midfield,PL
Fabian Delph,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,2,0,0,Midfield,PL
Morgan Schneiderlin,DM,81.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,2,1,0,Midfield,PL
Tom Davies,DM,9.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Midfield,PL
Lucas Digne,LB,90.0,0,0,0.1,0.1,0.3,1,0,1,0,4,1,1,0,0,Defender,PL
Yerry Mina,CB,90.0,0,0,0.2,0.2,0.0,3,3,2,0,0,2,1,1,0,Defender,PL
Michael Keane,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Séamus Coleman,RB,90.0,0,1,0.1,0.1,0.0,1,0,0,1,2,2,1,0,0,Defender,PL
Gabriel Jesus,FW,66.0,1,0,0.7,0.7,0.0,4,1,0,1,0,0,1,0,0,Forward,PL
Sergio Agüero,FW,24.0,0,0,0.1,0.1,0.0,2,1,0,0,0,0,0,0,0,Forward,PL
Raheem Sterling,LW,86.0,1,0,1.2,1.2,0.3,4,2,1,0,2,0,0,0,0,Forward,PL
David Silva,CM,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Riyad Mahrez,RW,90.0,1,0,0.4,0.4,1.5,5,5,0,1,3,0,0,0,0,Forward,PL
İlkay Gündoğan,CM,90.0,0,0,0.9,0.9,0.0,3,1,0,0,1,0,0,0,0,Midfield,PL
Kevin De Bruyne,CM,80.0,0,1,0.2,0.2,0.6,2,0,0,2,4,0,0,0,0,Midfield,PL
Bernardo Silva,CM,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,0,0,0,Midfield,PL
Rodri,DM,90.0,0,0,0.0,0.0,0.1,0,0,2,0,0,4,1,1,0,Midfield,PL
Oleksandr Zinchenko,LB,90.0,0,0,0.0,0.0,0.1,0,0,2,0,2,2,2,0,0,Defender,PL
Fernandinho,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,2,0,0,Defender,PL
Nicolás Otamendi,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,Defender,PL
Kyle Walker,RB,90.0,0,0,0.0,0.0,0.3,0,0,1,0,1,0,0,0,0,Defender,PL
Jamie Vardy,FW,90.0,2,0,0.3,0.3,0.1,4,2,0,0,0,0,1,1,0,Forward,PL
Harvey Barnes,CM,58.0,0,1,0.1,0.1,0.3,1,0,1,1,3,0,0,0,0,Midfield,PL
Marc Albrighton,CM,32.0,0,1,0.0,0.0,0.3,0,0,2,1,4,0,1,0,0,Midfield,PL
Youri Tielemans,CM,90.0,0,0,0.1,0.1,0.0,4,0,1,0,11,2,0,0,0,Midfield,PL
Dennis Praet,CM,79.0,0,0,0.1,0.1,0.0,1,0,1,2,1,0,0,0,0,Midfield,PL
Hamza Choudhury,CM,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Ayoze Pérez,CM,84.0,0,0,0.2,0.2,0.0,1,1,1,1,2,0,1,0,0,Midfield,PL
Demarai Gray,CM,6.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Midfield,PL
Wilfred Ndidi,DM,90.0,1,0,0.1,0.1,0.0,1,1,2,2,0,2,5,0,0,Midfield,PL
Ben Chilwell,LB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,5,1,3,0,0,Defender,PL
Çağlar Söyüncü,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,4,0,0,Defender,PL
Jonny Evans,CB,90.0,0,1,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,Defender,PL
Ricardo Pereira,RB,90.0,1,0,0.1,0.1,0.0,1,1,3,1,3,2,1,0,0,Defender,PL
Joelinton,FW,63.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,Forward,PL
Andy Carroll,FW,27.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Christian Atsu,LW,90.0,0,0,0.0,0.0,0.0,1,0,0,1,2,1,0,0,0,Forward,PL
Miguel Almirón,RW,74.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,Forward,PL
DeAndre Yedlin,CM,16.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,Midfield,PL
Yoshinori Mutō,AM,45.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Midfield,PL
Ki Sung-yueng,DM,45.0,0,0,0.0,0.0,0.0,0,0,0,2,0,1,2,0,0,Midfield,PL
Sean Longstaff,DM,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,3,0,0,Midfield,PL
Isaac Hayden,CM,42.0,0,0,0.0,0.0,0.0,1,0,1,0,0,2,2,0,1,Midfield,PL
Paul Dummett,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,3,0,1,0,0,Defender,PL
Fabian Schär,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,1,0,1,3,1,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,Defender,PL
Emil Krafth,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,1,2,1,0,0,Defender,PL
Marcus Rashford,FW,90.0,0,1,0.3,0.3,0.1,3,1,3,0,1,1,2,1,0,Forward,PL
Daniel James,LW,90.0,0,0,0.0,0.0,0.0,1,0,0,3,3,2,0,0,0,Forward,PL
Andreas Pereira,RW,74.0,0,0,0.3,0.3,0.1,4,1,3,0,3,0,0,1,0,Forward,PL
Mason Greenwood,RW,16.0,0,0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,Forward,PL
Jesse Lingard,AM,74.0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,1,1,0,Midfield,PL
Fred,DM,16.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,Midfield,PL
Paul Pogba,CM,90.0,0,0,0.1,0.1,0.2,2,0,1,1,1,2,0,0,0,Midfield,PL
Scott McTominay,CM,90.0,1,0,0.3,0.3,0.0,3,1,1,5,0,2,2,0,0,Midfield,PL
Axel Tuanzebe,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,1,1,2,3,0,0,Defender,PL
Harry Maguire,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,Defender,PL
Victor Lindelöf,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Ashley Young,RB,90.0,0,0,0.0,0.0,0.3,0,0,2,1,10,2,1,1,0,Defender,PL
Pierre-Emerick Aubameyang,FW,90.0,1,0,0.4,0.4,0.0,1,1,0,1,3,0,0,0,0,Forward,PL
Bukayo Saka,LW,80.0,0,1,0.5,0.5,0.5,2,1,2,3,0,1,0,0,0,Forward,PL
Joe Willock,LW,10.0,0,0,0.0,0.0,0.2,0,0,0,0,0,1,0,0,0,Forward,PL
Nicolas Pépé,RW,74.0,0,0,0.2,0.2,0.2,2,1,1,0,5,0,0,0,0,Forward,PL
Reiss Nelson,RW,16.0,0,0,0.1,0.1,0.0,1,1,1,1,2,0,0,0,0,Forward,PL
Mattéo Guendouzi,CM,90.0,0,0,0.2,0.2,0.0,1,1,2,6,0,4,0,0,0,Midfield,PL
Lucas Torreira,CM,55.0,0,0,0.3,0.3,0.0,1,0,1,0,1,3,0,0,0,Midfield,PL
Dani Ceballos,CM,35.0,0,0,0.0,0.0,0.0,1,0,1,1,2,1,0,0,0,Midfield,PL
Granit Xhaka,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,1,0,Midfield,PL
Sead Kolašinac,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,Defender,PL
David Luiz,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,2,0,2,0,0,Defender,PL
Sokratis Papastathopoulos,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Defender,PL
Calum Chambers,RB,90.0,0,0,0.0,0.0,0.3,0,0,2,0,5,1,1,1,0,Defender,PL
Aaron Connolly,FW,80.0,2,0,0.6,0.6,0.1,6,3,1,2,1,0,0,0,0,Forward,PL
Yves Bissouma,CM,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Midfield,PL
Neal Maupay,FW,90.0,1,0,0.9,0.9,0.2,3,2,0,1,0,1,1,0,0,Forward,PL
Aaron Mooy,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,1,5,3,4,0,0,Midfield,PL
Pascal Groß,CM,90.0,0,0,0.2,0.2,0.2,3,1,0,0,6,0,0,0,0,Midfield,PL
Dale Stephens,DM,90.0,0,0,0.1,0.1,0.0,2,0,2,0,0,1,5,1,0,Midfield,PL
Steven Alzate,DM,88.0,0,0,0.0,0.0,0.0,0,0,0,2,0,4,1,0,0,Midfield,PL
Gaëtan Bong,WB,2.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Defender,PL
Dan Burn,LB,90.0,0,0,0.0,0.0,0.1,1,0,2,1,2,1,1,0,0,Defender,PL
Lewis Dunk,CB,90.0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,Defender,PL
Adam Webster,CB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,4,0,0,Defender,PL
Martín Montoya,RB,90.0,0,0,0.0,0.0,0.0,1,0,4,0,1,0,2,0,0,Defender,PL
Harry Kane,FW,90.0,0,0,0.2,0.2,0.1,1,0,0,1,1,0,0,0,0,Forward,PL
Son Heung-min,LW,73.0,0,0,0.0,0.0,0.0,0,0,0,1,1,2,0,0,0,Forward,PL
Lucas Moura,AM,17.0,0,0,0.4,0.4,0.0,2,2,0,1,0,0,0,0,0,Midfield,PL
Érik Lamela,AM,90.0,0,0,0.1,0.1,0.5,2,0,1,3,2,1,0,0,0,Midfield,PL
Christian Eriksen,AM,90.0,0,0,0.1,0.1,0.0,3,1,1,0,4,2,1,0,0,Midfield,PL
Eric Dier,DM,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,1,1,0,Midfield,PL
Tanguy Ndombele,DM,45.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,Midfield,PL
Harry Winks,DM,45.0,0,0,0.0,0.0,0.0,0,0,0,1,3,0,0,0,0,Midfield,PL
Ben Davies,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,2,3,0,0,Defender,PL
Jan Vertonghen,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,4,4,0,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,Defender,PL
Moussa Sissoko,RB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,2,1,0,0,0,Defender,PL
Teemu Pukki,FW,84.0,0,0,0.4,0.4,0.4,3,0,2,0,0,1,0,1,0,Forward,PL
Josip Drmić,FW,6.0,1,0,0.8,0.8,0.0,1,1,0,0,0,0,0,0,0,Forward,PL
Todd Cantwell,LW,80.0,0,0,0.3,0.3,0.1,4,2,0,3,0,1,1,0,0,Forward,PL
Dennis Srbeny,LW,10.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Forward,PL
Emi Buendía,RW,90.0,0,0,0.2,0.2,0.2,2,0,1,4,12,3,1,0,0,Forward,PL
Marco Stiepermann,AM,76.0,0,0,0.6,0.6,0.0,4,0,1,0,1,1,0,0,0,Midfield,PL
Patrick Roberts,AM,14.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Kenny McLean,DM,90.0,0,0,0.0,0.0,0.0,1,0,2,2,0,2,2,0,0,Midfield,PL
Moritz Leitner,DM,90.0,0,0,0.1,0.1,0.0,2,0,2,4,2,2,0,0,0,Midfield,PL
Jamal Lewis,LB,90.0,0,0,0.0,0.0,0.0,1,1,1,1,4,0,1,0,0,Defender,PL
Ben Godfrey,CB,90.0,0,0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,Defender,PL
Ibrahim Amadou,CB,90.0,0,0,0.8,0.8,0.0,1,0,0,0,0,2,1,0,0,Defender,PL
Max Aarons,RB,90.0,0,0,0.0,0.0,0.1,2,0,2,3,1,0,1,0,0,Defender,PL
Wesley Moraes,FW,90.0,2,1,1.7,0.9,0.0,5,4,3,3,0,1,2,0,0,Forward,PL
Jack Grealish,LW,90.0,1,0,0.3,0.3,0.0,4,2,1,4,2,0,1,0,0,Forward,PL
Anwar El Ghazi,RW,64.0,0,2,0.6,0.6,0.5,5,2,1,0,2,2,0,0,0,Forward,PL
Trézéguet,RW,26.0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,Forward,PL
Conor Hourihane,CM,78.0,1,1,0.0,0.0,0.5,1,1,4,1,3,0,1,1,0,Midfield,PL
Douglas Luiz,CM,12.0,1,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,Midfield,PL
John McGinn,CM,90.0,0,0,0.1,0.1,0.1,3,0,2,1,2,4,1,1,0,Midfield,PL
Marvelous Nakamba,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,2,0,0,Midfield,PL
Matt Targett,LB,90.0,0,1,0.0,0.0,0.1,0,0,0,1,3,1,0,0,0,Defender,PL
Tyrone Mings,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Defender,PL
Björn Engels,CB,75.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,2,0,0,Defender,PL
Ezri Konsa,CB,15.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,0,Defender,PL
Frederic Guilbert,RB,90.0,0,0,0.0,0.0,0.1,0,0,3,1,5,0,1,1,0,Defender,PL
Mohamed Salah,FW,90.0,0,0,0.6,0.6,0.2,5,2,0,4,1,1,1,0,0,Forward,PL
Roberto Firmino,LW,78.0,0,0,0.4,0.4,0.3,3,0,0,0,0,1,0,0,0,Forward,PL
Divock Origi,LW,12.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,Forward,PL
Sadio Mané,RW,90.0,1,0,0.6,0.6,0.1,3,3,3,3,0,2,1,0,0,Forward,PL
James Milner,CM,90.0,1,1,0.9,0.1,0.4,2,0,0,1,0,2,1,0,0,Midfield,PL
Georginio Wijnaldum,CM,78.0,0,0,0.1,0.1,0.0,1,1,1,1,0,1,0,0,0,Midfield,PL
Jordan Henderson,CM,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Fabinho,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,2,2,1,0,Midfield,PL
Andrew Robertson,LB,90.0,0,0,0.1,0.1,0.1,1,1,1,2,5,0,0,0,0,Defender,PL
Virgil van Dijk,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,3,0,1,1,0,0,Defender,PL
Dejan Lovren,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,1,2,0,0,Defender,PL
Trent Alexander-Arnold,RB,90.0,0,0,0.0,0.0,1.0,0,0,1,1,10,0,5,0,0,Defender,PL
Jamie Vardy,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,Forward,PL
James Maddison,CM,86.0,1,0,0.2,0.2,0.0,1,1,2,2,6,3,1,0,0,Midfield,PL
Hamza Choudhury,CM,4.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,Midfield,PL
Youri Tielemans,CM,90.0,0,0,0.0,0.0,0.0,0,0,1,3,0,0,1,0,0,Midfield,PL
Dennis Praet,CM,73.0,0,0,0.0,0.0,0.0,1,0,1,0,3,2,1,0,0,Midfield,PL
Ayoze Pérez,CM,17.0,0,1,0.0,0.0,0.2,0,0,1,0,1,0,0,0,0,Midfield,PL
Harvey Barnes,CM,45.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,Midfield,PL
Marc Albrighton,CM,45.0,0,0,0.0,0.0,0.0,0,0,1,1,2,1,0,0,0,Midfield,PL
Wilfred Ndidi,DM,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,1,4,1,0,Midfield,PL
Ben Chilwell,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,6,1,2,0,0,Defender,PL
